Title,Artist,Year,Popularity,Duration (s),Tempo (bpm)
Arrival of the Caesar,Naer Mataron,2005,0.304169503,358.37342,116.777
Ahora!,Fulanito,2001,0,279.43138,133.355
Al Sole,Spagna,2000,nan,202.05669,126.016
Ajulellah Geis/Sieg Hallelujah!,Kristet Utseende,2006,nan,274.41587,179.914
Asleep In The Bandaged Light,Dark Tranquillity,2009,0.554452304,200.07138,100.369
Amor de Tele,Ricardo Arjona,1997,0.611253458,199.67955,70.029
All My Friends (Franz Ferdinand Version),LCD Soundsystem,2007,0.578274893,352.57424,151.625
A Letter Back,The Golden Palominos,1989,nan,283.32363,90.672
American Child,John Denver,1980,nan,201.7171,150.095
American love,Glamour To Kill,2006,nan,204.69506,131.973
Acid Rain,Pastor Troy,2005,0.265861049,315.08853,103.292
A Sinful Life,Timbuk 3,1988,0,217.44281,140.424
Ant Rap,Adam & The Ants,1981,nan,202.97098,118.403
Argh...I'm A Pirate,Zolof The Rock & Roll Destroyer,2004,0.548005621,111.82975,132.119
Arrow To My Drunken Eye,The Geraldine Fibbers,1997,0.392008771,152.05832,109.384
After Hours,Swing Out Sister,1987,0.457447167,291.91791,104.189
All American Boy,Bobby Bare,1963,nan,178.96444,99.554
A Heart To Hold You  - Jo Whiley Show,Keane,2004,0.323382272,237.84444,123.729
African Witch,The Hot Pants,1986,0.401486711,168.202,121.247
As If By Magic,La Roux,2009,nan,231.8624,130.989
A Thousand Drums,Blessure Grave,2010,0.499445835,136.25424,120.101
Alas De Papel,La Mafia,1993,nan,185.49506,78.054
Antifreeze & Aeroplanes,The Moffatts,2000,0.334706549,266.1873,184.954
American Psycho,D-12,2001,0.598947039,278.67383,103.223
A Girl's Gotta Do (What A Girl's Gotta Do),Mindy McCready,1996,nan,159.65995,119.819
Atrevete,OV7,2000,0.327736683,238.34077,99.935
Ake Bo Je,Bukky Leo,2005,nan,287.13751,120.224
Answer The Question (Retrospective Radio Edit),Svenson & Gielen,2003,0.430160637,215.06567,137.881
A Donde Sea,Julieta Venegas,2006,0.733670914,175.43791,126.602
A Cowboy's Work Is Never Done,Sonny & Cher,1972,nan,194.76853,136.184
Arguru,Deadmau5,2007,nan,488.04526,135.997
Africa,Natural Black,2007,0.467365631,252.96934,169.808
All We Need  (LP Version),Patrice Rushen,1982,0.591754161,354.61179,117.074
After All,310,2001,0.236517847,787.56526,177.911
Always,Alberta Hunter,1978,0.377531645,221.85751,91.896
A Satisfied Mind,Jean Shepard,1979,nan,151.11791,70.153
Academy Award Version,Johnny Clarke,1991,0.417641648,226.76853,134.769
After September 11,Lewis Black,2003,0.731870277,211.9571,73.014
All the Man I Need,Sister Sledge,1982,0.304169503,281.83465,75.822
All In The Name Of...,Mötley Crüe,1987,nan,302.41914,172.563
Ass Backwards,Josh Freese,2000,0.383934684,181.05424,104.508
Ay Mujer,Latin Breed,1998,nan,167.07873,104.394
Alta's song,Mark Olson & The creekdippers,2002,nan,228.93669,141.539
All The Things You Are,Ray Conniff,1958,nan,184.842,123.222
Acá también se cuecen habas,El Tri,2000,0.22035105,251.53261,177.829
Angelina,Harry Belafonte,1961,nan,236.48608,205.63
Any Pretty Girl,Rebekka Bakken,2006,nan,212.32281,155.107
American Standard Pt. 1,60 Watt Kid,2007,0,173.21751,136.216
Animal,Miike Snow,2009,0.788713012,270.36689,116.442
Al Mayor De Los Fernández,Vicente Fernandez,2003,nan,236.66893,142.294
Alone Again,Newton Faulkner,2006,0.413739836,192.1824,107.899
Another Fine Mess,SKYCLAD,1995,nan,234.4224,140.813
Alien Be-In (Towards The Infinite Beat Album Mix),Psychic TV,2002,0,475.76771,129.009
Architecture Would Fall,Capillary Action,2004,nan,436.47955,143.092
Aging,Maria Bamford,2007,0.522733261,85.26322,198.539
Amenta,Method Of Defiance,2007,0.270775999,408.39791,171.94
Abandoned,Amon Amarth,1998,0.640577101,359.81016,168.322
Al Ponerse El Sol,Los Bravos,1967,0.349119965,157.70077,120.651
Ancora Tu,Lucio Battisti,1976,nan,283.6371,222.463
Annabel Lee,Santiago Auserón,2008,nan,252.02893,101.832
Angel Eyes,Ace of Base,1995,0.71088871,193.69751,88.046
All Because Of You  (Accelerate Album Version),Jump5,2003,0.253000129,185.75628,111.987
All Must Have a Dream,Bill Fay,2010,nan,135.52281,131.145
Ashes,Martina McBride,1993,0.304169503,176.69179,126.727
All That Remains (Single Version),Circle II Circle,2005,nan,232.9073,91.028
A Day In The Life Of A Fool,Keith Whitley,1988,0.427446571,219.81995,94.118
A pesar,Mocedades_ Mocedades,1995,nan,225.38404,95.352
Again And Again,Lowlife,1985,0.611300153,245.05424,117.507
All The Children,Stanley Jordan,1985,nan,299.85914,113.237
A New Décor,Phoenix Mourning,2006,0.460484845,248.842,159.542
Africans,Nneka,2005,0.800346001,268.9824,75.715
Amour qui s'enfuit,Michèle Bernard,1988,nan,220.44689,134.253
Adulthood for Beginners,The Shermans,2001,0.299877488,125.98812,80.122
A Certain Romance,Arctic Monkeys,2004,0.775246057,331.20608,138.087
Atravesando Los Montes,Los Planetas,2010,0.630524669,221.962,153.629
After All,Von Hertzen Brothers,2006,0.569500603,303.80363,95.464
All Star Freestyle,The Conscious Daughters,1996,0,430.34077,171.482
Angus Mackinnon,Peatbog Faeries,1996,0.530098275,281.59955,121.999
Another Day In Paradise (LP Version),Brandy with Ray J,2005,0.675338068,272.14322,101.959
Anamatha,Khetzal,2005,nan,533.13261,132.04
Atom Spies,Fleshtones,1982,0.212045405,112.77016,196.576
Away,Devin Townsend Band,2003,0.656806681,469.2371,127.334
Allnite,The Frequency,2004,nan,251.402,98.102
Adia,Avril Lavigne,2007,0.548678056,250.5922,94.865
ASL,I Set My Friends On Fire,2008,nan,162.95138,167.856
Aspens In January,Michael Gettel,1997,0.262308997,448.57424,114.206
Apuesta Por El Rock 'N' Roll,Héroes del Silencio,2007,nan,231.36608,169.836
Ain't It The Life?,Mischief Brew,2005,0.662105298,200.12363,150.338
A Heart Needs A Home,Richard Thompson / Linda Thompson,1984,nan,229.66812,68.77
Art De Rue,Fonky Family,2001,nan,358.922,209.321
Animal,Pearl Jam,1993,nan,188.00281,120.538
Always The Good,Neil Halstead,2008,0.559159022,268.82567,140.011
Another Man's Woman,Laura Lee,2006,0,160.20853,158.51
Alt Lys Er Svunnet Hen,Dimmu Borgir,1996,0.654982099,367.882,165.48
À Noite Sonhei Contigo ( Anoche Sone Contigo ),Paula Toller,2007,0.512381793,232.07138,91.956
A Big Day In The North,Black Grape,1995,0.601111626,250.43546,101.251
Agenais ( LP Version ),Donna Lewis,1996,0.349119965,252.49914,111.493
Ain't Complaining,Beatsteaks,2004,0.737740024,168.07138,155.866
Angel At My Table,Blueboy,1998,0.323112121,196.25751,102.953
Are You Livin' Old Man?,Anita O'Day,1989,nan,156.31628,103.103
Art For Art's Sake,10cc,1979,nan,360.88118,124.134
Assassin (Shugyosha Step),23 Skidoo,2008,0.368413733,151.71873,147.334
Ambiente,Candy Dulfer,2009,0.572920148,220.70812,179.995
Alléluia,Art Zoyd,1992,nan,277.89016,101.994
Asylum F22.0,Sidewaytown,2007,0.345802234,256.28689,121.93
As One (Album Version),Dropkick Murphys,2003,0.646339337,181.26322,197.78
A Dream Of A Girl,Stephen Duffy,2007,0.324058699,210.96444,115.688
All The Good Men (Album Version),Robocop Kraus,2005,0.478276995,177.73669,144.838
A Little Bit More (Instrumental) (Album Version),Kenny Wayne Shepherd,2004,0,184.00608,153.642
Annie Had A Baby,The Midnighters,1993,0,159.60771,119.252
As though Nothing Happened,Hitechjet,2005,nan,669.85751,146.214
Ausser Dir,Wir Sind Helden,2003,0.654568773,221.88363,91.042
Aufgetaucht,Medlz,2009,nan,192.20853,126.003
Always After You ['Til You Started After Me] (Album Version),The Walkmen,2006,0.603746104,212.47955,178.43
Adrift,Tycho,2008,0.739884916,360.01914,149.942
Atom Dream,William Orbit,1991,nan,242.38975,63.262
Alone,The Beautiful South,1996,0.517148973,303.04608,102.041
All the Sins,Goatwhore,2000,0.460541281,120.58077,108.036
Animales Disfrazados,Chancho En Piedra,2007,0.518310319,249.41669,124.208
Autumn Leaves,Crash Parallel,2008,0.323112121,212.68853,123.021
Antibionics,Scarlet,2006,0.531722098,89.36444,117.831
Always On The Ride,Richmond Fontaine,2003,0.568767795,216.65914,130.019
Atrocities,Antony & The Johnsons,2000,0.653476914,233.01179,94.641
A Hope Unseen (Matt Aragon Album Version),Dogwood,2001,nan,246.85669,85.786
Assassination,Controlled Fusion,1997,nan,472.842,121.901
An Act Of My Own Volition,Luti-kriss,2001,nan,253.59628,125.032
Acids,The Forced Oscillations,2008,nan,326.66077,70.222
Angels Dwell,Scott Miller & The Commonwealth,2003,0.251463743,176.09098,85.032
Absolute Happiness,The Byrds,1971,0.270775999,161.25342,136.342
An Introduction To Awareness,The Big Pink,2009,0.439525605,261.22404,102.573
All This Time Still Falling Out Of Love (Shanghai Surprize Radio Edit),Erasure,2007,nan,223.16363,130.022
Animals Sleep In The Craziest Places,Alternative Champs,2005,0,192.67873,115.436
Autopilot,Thomas Godoj,2008,0.558997327,189.30893,133.479
Autumn Rain (LP Version),Ahmad Jamal,1986,0.248315163,330.4224,108.423
Autumn Light (Album Version),Dumptruck,2003,0,232.95955,166.279
A Dollar And A Dream,The Mighty Mighty Bosstones,1994,0.510962044,198.21669,122.03
Ahead Of The Curve,Monsters Of Folk,2009,0.808287937,220.65587,144.544
A Kill to an End,Decoded Feedback,2000,0.407901717,350.87628,144.014
Anthem For Tonight,Halifax,2006,0.757869703,224.31302,180.362
All You Ever Wanted,The Postmarks,2009,0.674749888,301.03465,85.004
Appel Indirect,Angelo Debarre,2007,nan,202.94485,159.862
A Is For Action,Ima Robot,2003,0.591161425,141.84444,160.664
Alright,The Subways,2008,0.821940365,171.54567,149.029
Acute Urinary Infection,Regurgitate,1994,0.367273416,68.46649,185.704
A Pimp,The Watts Prophets,2005,0,194.87302,97.626
Amor Apache,Gloria Trevi,1991,0.405115722,209.47546,122.707
Already Gone,Wilson Phillips,2004,0.480265033,228.25751,147.947
Arclight,Deathstars,2009,0.692954931,275.22567,107.685
Anne,Discus,2003,0.270775999,1161.09016,83.024
A Devil Among The Tailors,At The Drive-In,1998,0.787906396,192.80934,149.778
Alcohol Makes the World Go Around,The Methadones,2007,0.57852102,164.15302,97.481
A few scraps of memories,Scarve,2007,0.474882706,353.4624,119.995
An Orgy Of Flying Limbs And Gore,General Surgery,1990,0.340922756,30.11873,35.209
A Dream of Death,Blood Red Throne,2003,0.580287098,225.59302,188.168
All the Young Dudes,Matthew Sweet & Susanna Hoffs,2009,0.425124658,231.75791,140.601
All Is White,Emilie Simon,2005,0.762538099,196.25751,114.019
Autopista,Obus,1984,0.400039657,298.97098,121.921
Aj Kal Feat. Juggy D & Veronica,Rishi Rich,2006,0,214.96118,110.055
Adult Crash,Dead Hearts,2005,0.499752328,55.82322,139.94
All Together Now,The Oppressed,1996,0.383733535,204.90404,144.714
Air Traffic,Three Drives,2003,nan,595.46077,136.006
All,Addiction Crew,2005,0.431394611,184.13669,101.977
An Otherwise Sunny Day,Filthy Thieving Bastards,2001,nan,141.03465,114.116
A Fight About Money,Powderfinger,2009,0.628489855,306.78159,129.112
Antisocial,Los Suaves,1997,0.419125893,302.96771,95.628
All About Eve,Alfred Newman,1998,nan,66.11546,89.258
Avalon Suite,Rufus Zuphall,2005,nan,685.97506,113.796
Another Nail in the Coffin,Extreme Noise Terror,1988,nan,95.08526,124.179
Align The Planets,In Case Of Fire,2008,0.433005077,245.4722,106.529
Aging Astronauts,Helium,1997,0.517376318,188.94322,119.692
Anywhere Is A Resort,Fireside,1997,0,161.2273,115.877
Accentuate The Positive,Duke Ellington And His Orchestra,2001,0.281620124,223.92118,96.019
All Things Burn,Poni Hoax,2008,0.510962044,319.50322,119.002
Abgehaun,Die Prinzen,2007,nan,248.42404,84.248
A Lover Sings,Billy Bragg,1984,nan,231.52281,113.93
Angel Ripper,Aura Noir,1995,0.541268534,226.84689,129.566
Ant Attack,NOFX,1984,0.543052864,46.34077,94.909
A Touch of Nonsense,Alan Hawkshaw,2007,0.270775999,122.74893,152.385
Another Faceless Enemy,Bakers Dozen,2009,0,175.96036,106.335
Anxiety - Inspired by Tech N9ne,Krizz Kaliko,2008,0.372530039,240.01261,160.078
Anniversary,Howie B,1999,0.453951235,243.04281,119.979
Armed To The Teeth,Weatherbox,2007,0.553166754,214.5171,142.987
abbey rhodes,Drop Trio,2003,nan,469.99465,178.886
A Student Eating Sushi With A Chimp On A Glass Island,Gerling,1998,0.352232225,247.7971,156.005
Alma Rosa (Salsa Version),Luis Enrique,2000,0.283055126,274.38975,185.999
Aber dojde donke,Leb I Sol,1977,0.536032112,289.07057,147.27
Apple Orchard,Beach House,2006,0.80270858,271.35955,120.953
Abide In Me,Kristin Chenoweth,2005,0.578224953,309.26322,156.02
Arrow Thru Your Heart (LP Version),Lou Gramm,1987,0.275211006,224.83546,114.769
An Echo Of Night (2005 Digital Remaster),Harold Budd And Brian Eno,1984,0.63993826,147.59138,63.065
All My Life,Uriah Heep,1972,nan,161.88036,178.01
A Bottle Of Tears,Badly Drawn Boy,2000,0.327736683,182.90893,174.93
Annelin silmin,Jope Ruonansuu,2003,nan,177.3971,126.107
A Calling-On Song,Steeleye Span,1970,nan,73.35138,41.252
Access To Data,Brand X,1978,0.419674279,481.17506,195.847
Art Of Conversation (Demo Version),Kite Flying Society,2006,nan,182.9873,87.6
Amber Awaits,Blues Traveler,2005,0.407233015,227.13424,118.714
Allright,Candy Dulfer,1997,0.460484845,269.21751,101.006
Amor Por Dinero,Lujuria,2005,0.246865094,202.4224,148.976
Al Sahid,Knossos,2005,0.497029154,208.14322,121.932
A Structure Of Souls,Extol,2000,0.549472919,253.98812,161.977
All The Way,Ratt,1999,0.497833215,281.67791,133.963
Alkazaar,Basement Jaxx,2009,0.523787363,221.88363,79.999
Army Of Lovers,Lee Ryan,2005,nan,174.62812,155.938
A String of Pearls,Glenn Miller,1969,nan,194.32444,133.41
All That I See,The Alternate Routes,2009,0.578018607,225.88036,114.043
Abitur,Die Toten Hosen,1990,nan,116.50567,131.858
Au Private,Charlie Parker,2000,nan,166.1122,100.788
Access / Song Of Sand I,Nils Petter Molvaer_ Eivind Aarset_ Morten Molster_ Roger Ludvigsen_ Rune Arnesen_ Ulf W.O. Holand_,1998,0.677774606,350.9024,154.499
Aveda,Hot Hot Heat,2002,0.760638656,169.84771,117.397
Är Det Där Vi Är Nu,Bo Kaspers Orkester,1996,0.49271364,261.82485,100.126
Accidents and compliments                          ,Soulwax,2004,0.650133092,279.01342,140.142
A Fine Romance,Ella Fitzgerald & Louis Armstrong,1987,nan,210.18077,96.327
Alla fine dei conti,Gatto Ciliegia Contro Il Grande Freddo,2008,nan,194.82077,117.346
Alwayz Into Somethin',N.W.A.,1991,0.654151803,265.01179,177.203
A Little Loving,The Fourmost,1990,nan,126.95465,156.445
Anillo Grabado,Antonio Aguilar,2000,nan,150.25587,91.121
Avevo Una Bambola,Formula 3,1971,nan,197.79873,92.477
Augen schließen,Bosse,2009,0.551651693,250.77506,75.037
A Kiss Without Commitment,Daniel Bedingfield,2004,0.253834736,405.52444,100.908
Ataque,2 Minutos,1995,0.454192988,101.01506,118.137
All Around Me,Sense,2001,0.360370583,369.162,81.508
Anchors Dropped,Mt. St. Helens Vietnam Band,2009,0.596002243,169.89995,177.225
A Csitari Hegyek Alatt,Oi Va Voi,2002,0.593795114,254.64118,102.462
Arrival,Steve Roach,1986,0.609084922,260.70159,86.034
Article 3,Me'Shell Ndegeocello,2007,0.634759038,213.62893,155.617
Ashwa,Natacha Atlas,2001,0.457447167,362.84036,103.939
All The Money In The World,Anita Ward,2003,0,232.98567,114.671
AC/DC Current,Charlie Christian,1993,nan,149.91628,101.241
Am I Losing You,The Manhattans,1989,0.60211999,225.56689,81.058
Alligators Getting Up,Curve,1998,0.510996648,276.84526,93.893
Aftermath,Ronny Jordan,2000,0.494489518,372.53179,90.013
An Event,Jason Forrest,2004,0.323112121,181.73342,91.554
A Satisfied Mind,Porter Wagoner,1990,0.720710427,168.46322,115.488
Alone,Jim Chappell,1991,0.646151234,296.09751,121.836
Atto Definitivo,Massimo Volume,1997,nan,285.17832,111.092
Acid Love,Sleepy Sun,2010,0.73804129,160.1824,88.403
Ashamed,Tommy Lee,2002,0.606045501,233.32526,78.027
Awake My Soul,Caedmon's Call,2003,nan,235.7024,175.188
All Will Be Well,Moly,2004,nan,429.26975,108.76
Agnon Dekpe,Orchestre Poly-Rythmo de Cotonou,2009,0.452867675,358.71302,159.655
Appaloosa,The Black Crowes,2009,nan,206.57587,125.576
Ananke,Stillste Stund,2005,0.443291312,411.81995,103.115
Airport,The Motors,1978,nan,277.75955,136.653
Ain't Gonna Do You No Good,Dubtribe Sound System,1999,0.299877488,342.90893,243.218
Afternoon Love In,Prefuse 73,2001,0.664166154,241.08363,89.98
Ascorbic Acid,Alphonse Mouzon,1975,0.460484845,206.57587,191.84
As Bridges Burn,Despised Icon,2005,nan,195.29098,173.369
Accelerate,Break,2004,0.565251807,258.35057,118.895
All As It Should Be,Holly Williams,2004,0.334706549,184.29342,127.717
Amaranth,Nightwish,2007,0.49813159,256.62649,127.991
Arroganz der Liebe,Melotron,2007,0.513213954,228.33587,129.972
Angel Of Betrayal (live),Spiritual Beggars,2000,0.377531645,254.06649,195.543
A Thin Line,Far-Less,2007,0.496922112,203.07546,86.497
Ascension,Derek Sherinian,2009,0.609043943,134.50404,85.025
Abortion,Black Uhuru,1979,nan,367.67302,131.103
All Inside,Days in Grief,2004,nan,224.91383,102.983
ABC (Listen Up),Us3,2007,0.457447167,316.96934,187.92
Alla springer åt samma håll,Pugh Rogefeldt,2008,0,210.85995,126.405
Ayako,Safi Connection,2003,nan,417.95873,93.349
At loss for words,Evergrey,2006,0.549998637,253.54404,105.23
All of Me,Billie Holiday,1988,nan,182.17751,144.355
Agayu,Aphrodesia,2007,0.324444302,381.33506,82.718
About You,Pastels/Tenniscoats,2009,0.59737874,185.52118,95.016
As Long As You're Here,Brandy,1994,0.439525605,285.67465,156.208
Always There,Ronnie Laws And Pressure,2008,nan,286.45832,138.469
A Night Like This,Steve Bug,1999,nan,584.202,185.884
Atrás Dos Tempos,Fausto,1996,nan,249.36444,126.883
Amaranth the Peddler,Kayo Dot,2006,0.572032394,847.09832,85.228
A Boy in September,Marshall Watson,2004,0,358.26893,90.001
Alan's Psychedelic Breakfast (1994 Digital Remaster),Pink Floyd,1970,nan,780.14649,80.505
Are Those Bullet Holes?,Ramin Djawadi,2008,0.512118849,120.45016,12.472
All Ages Show Tonight,Against All Authority,2006,0.502449624,188.55138,190.298
Alors Regarde,Patrick Bruel,1989,nan,256.88771,127.065
Alone Again In The Lap Of Luxury/Now Wash Your Hands (Medley) (1998 Digital Remaster),Marillion,1994,nan,493.13914,93.064
Annarè,Gigi D'Alessio,1998,nan,308.81914,155.815
Another Reason,Brand New Sin,2005,0.450992312,319.13751,124.114
Answer Me. My Love (LP Version),Joni Mitchell,2000,0.525838607,203.54567,71.981
Alvin's Harmonica,Chipmunks,1999,nan,161.01832,117.127
Amity,Eternal Lord,2008,0.586644406,186.01751,106.659
All the Same,Strangefolk,1999,0.511424326,231.07873,115.052
All Of You,Cathy Davey,2007,0.556814213,218.5922,110.257
Aire,Muchachito Bombo Infierno,2007,0.471971172,204.56444,99.061
A Bible And A Bus Ticket Home (LP Version),Confederate Railroad,1998,0,223.242,73.876
Angel Of The Night,Angela Bofill,1979,0.611214623,304.03873,108.43
A Million Years Or So,Vikki Carr,1967,0.212045405,159.7122,88.851
Alcestis on the Poetry Circuit,Vanessa Daou,1994,0.488289876,282.95791,149.192
Ageless Venomous (live),Krisiun,2008,0,261.53751,131.006
A Fault Line. A Fault Of Mine,Underoath,2008,0.669699062,201.40363,176.934
Already Numb,Loner,2009,0,227.29098,56.184
Asa,Caspian,2007,nan,436.63628,126.254
Army Blues,Bukka White,1964,nan,187.76771,85.422
A Handful Of Memories,Baby Washington,1994,nan,142.10567,139.305
Anguish And Fear,Yngwie Malmsteen's Rising Force,1985,0.419125893,230.66077,121.919
A Bad Bad Tackle,Hot Chip,2008,0.372530039,310.07302,93.324
Avanzo de cantiere,Banda Bassotti,1995,nan,309.28934,164.307
Amidinine,Etran Finatawa,2008,nan,267.80689,106.337
Air Traffic Control,Jets To Brazil,2000,0.683004892,164.98893,128.425
Autonomy,Spetsnaz,2006,nan,263.13098,124.986
After Class,Atlas Sound,2008,0.693298267,209.50159,120.027
Andaluces Disparando Cante,Sergio Contreras,2006,nan,204.32934,99.943
Annihilation (Of The Generations),S.T.U.N.,2003,0,163.76118,153.908
A Faint Illumination,Fragments Of Unbecoming,2006,0.493626672,349.3873,120.048
And Even Though You're Gone,Machinemade God,2007,0.713577052,91.03628,139.984
All Messed Up,Gary Moore,1985,0.471578248,291.5522,126.446
Angel Band,Bjørn Berge,1997,0.459157901,199.88853,101.073
Aunque El Tiempo Nos Separe,La Frontera,1987,nan,160.78322,132.684
Ain't Nobody's Business,Jay McShann_ Jimmy Witherspoon,1960,nan,359.81016,96.952
A Weekend with You,Ryan Lindsey,2006,0.270775999,188.60363,83.998
A Place Called Love,Fleming & John,1995,nan,180.50567,146.529
Ache'n For Acres,ARRESTED DEVELOPMENT,1994,0.561428518,159.11138,116.534
Always (Album Version),Greeley Estates,2005,0.651226691,237.29587,85.202
A Huge F**k-off Horse,Eddie Izzard,1997,0.63074469,135.13098,119.637
Antisocialism,Punkreas,1997,0.513152723,157.04771,153.646
Alaska,Artanker Convoy,2005,0.436726549,529.26649,92.697
Anoche (Acustico),Christina Rosenvinge,2008,nan,217.0771,164.256
Alison,Douglas Heart,2005,nan,360.46322,118.158
All About You,Eoghan Quigg,2009,nan,182.83057,129.852
Ashtray Heart,Captain Beefheart & The Magic Band,2006,0.608932946,216.42404,94.275
Aria di Neve,Sergio Endrigo,1962,nan,234.39628,73.437
Acid Space,A.S.Y.S.,2005,0.327736683,579.36934,137.89
All Alone,Splittr,2006,0.50111684,473.20771,124.015
Asomacho,Los Amigos Invisibles,1998,0.48306456,76.40771,127.351
Assez d'assauts!,Nimal,1992,nan,263.00036,150.016
A Letter From The Shelter,Planet P Project,1984,0.45204815,324.80608,126.43
Alice's House,The Psychedelic Furs,1984,nan,233.01179,143.299
Arctic Sunset,Cosmic Gate,2009,0.543052864,374.77832,129.988
Algo Tienes,Marta Sanchez,1997,0.25970928,264.54159,96.038
Annaliisa,Miljoonasade,1988,0.38293509,181.49832,116.907
Album Intro (Amended Version),Boyz N Da Hood,2005,0,101.58975,165.862
A Libertação,Quinta Do Bill,1994,nan,245.52444,146.84
Aparecida,Luciana Souza,2005,0,349.04771,99.264
Anger And Fear (You're All Alone),The Partisans,1999,0.413752422,214.02077,167.275
Ain't it Pretty,Will.I.Am,2007,0.594643841,275.80036,120.015
Animanera,Frankie HI-NRG MC feat. Pacifico,2003,0.266955186,279.87546,171.961
All Things Reconsidered (Album Version),Trey Anastasio,2004,0.422550537,181.2371,154.777
Alright Already,RICKY LYNN GREGG,1993,nan,152.92036,130.585
Ain't No Game,Goloka,2007,nan,231.33995,118.992
Audio Liner Notes,Bugs Henderson,1997,0,117.96853,175.195
Astronaut,Just Jack,2009,0.567184226,224.65261,193.96
All The Time,Greis,2007,nan,281.70404,100.329
A Little Bit Of Lovin',Thomas Anders,1995,nan,355.13424,125.493
Albina,Horse Feathers,2008,0.76978719,136.98567,184.446
Adjimé,Jmpz,2001,0,167.18322,135.404
All The Time,Ella Washington,2008,nan,159.65995,134.839
Aeroplanes and Hurricanes,The Physics of Meaning,2008,0.356953382,302.73261,116.001
Amor De Conserva,Humanos,2004,nan,239.98649,125.291
Ancestors,Björk,2004,0.825718848,247.97995,35.696
A Lie Will Always Defeat the Truth,From Autumn To Ashes,2002,0.522733261,197.14567,143.113
Absence of Purpose In the Succession of Events,Evergreen Terrace,2002,0.543052864,94.9024,112.485
All My Ex's Live In Texas,Whitey Shafer,2004,0.661114666,201.66485,130.548
Alles Nochmal?,Schweisser,2000,nan,231.67955,86.987
A Slow Burn,Princess One Point Five,2006,nan,117.68118,48.618
As My Wife Says,The Only Ones,1978,nan,113.29261,185.55
Ashes Of The Innocent,Bullet For My Valentine,2008,0.673670962,252.99546,224.648
Adolescent Sex,Japan,1978,nan,225.802,124.838
Atria,Fat Jon,2007,0.546843274,226.89914,93.058
Address Book,Status Quo,1989,nan,217.88689,127.063
A Soft Seduction ( LP Version ),David Byrne,1997,0.316054464,181.05424,98.739
Another Country,Tift Merritt,2008,0.798218745,282.67057,151.676
Advocatus Diaboli,Trace Decay,1999,0,701.72689,157.859
Any Ole Way ( LP Version ),Otis Redding,1966,0.239867775,154.33098,95.261
All For Now,Vibeke Saugestad,2007,0,184.842,123.888
Angelina,Il Divo,2008,nan,271.96036,165.982
A Lovely Way To Spend An Evening,Engelbert Humperdinck,1986,0.304169503,213.26322,80.366
Aisha,Death In Vegas,1999,nan,315.74159,135.022
All Tomorrow's Parties,Buffalo Tom,1990,0.56164495,372.61016,129.097
An Endless Supply (Album),The Thermals,2003,0.636998603,94.09261,173.106
Adore (King Britt's Scuba Mix),I:Cube,2000,0.229144104,438.38649,124.776
And You Will Know Them...,...And You Will Know Us By The Trail Of Dead,1999,0.710075277,31.00689,151.82
Alma Mater,Moonspell,1995,nan,443.34975,167.272
Amazing Grace,Diana Ross,1993,0.592471532,346.22649,152.376
Anecdote,Ambulance Ltd,2004,0.683265943,195.49995,91.323
Arcana,Edenbridge,2001,nan,641.95873,120.011
All Over Me,Little John,2008,0.304169503,210.38975,142.279
Auto Hag,Pigface,1992,nan,329.37751,80.768
Avenue Of The Finest,Prong,1996,0.602658228,219.21914,72.51
Autorail,Orchestra Baobab,1993,0.604378733,419.18649,165.703
Anchor Me,The Mutton Birds,1995,0.447784051,268.79955,104.683
American Highway,Ezra Furman And The Harpoons,2007,0.513570529,190.27546,82.745
A Beira Mar,Ive Mendes,2002,0.71230188,313.36444,131.868
Amateur Video,Indian Jewelry,2003,0.444401715,230.45179,130.748
A Neverending Dream,X-Perience,1996,nan,216.97261,130.999
Annabel Lee/The Bells (Album Version),Lou Reed,2003,0.38293509,101.642,70.286
All Over,The Monochrome Set,1995,0.212045405,206.0273,122.172
A Different Sky,Jon Lord,1998,0.253834736,405.44608,65.135
A Letter To Santy Claus (Album Version),Larry The Cable Guy,2004,0,102.21669,205.122
Avec La Rage En D'dans,Jacques Higelin,1979,0.372530039,197.45914,86.343
A Well Documented Case Of Severe Autism.,Jeromes Dream,2005,nan,90.64444,121.911
Abyss,Circus Maximus,2007,0.731839165,300.01587,185.061
A vicious mind,Vicious,2004,nan,262.29506,183.733
A Place I Call Home,4ft Fingers,2008,0.364403518,191.29424,151.922
Aquaplaning,René Breitbarth,2001,nan,468.71465,127.394
All The Bodies,U.S. Bombs,1996,0.413752422,120.47628,109.644
AHZ,Sunchase,2007,nan,386.19383,115.645
Action!,Thee S.T.P.,2002,nan,151.40526,218.554
Action Packed,Johnny Dollar,2006,0.42625057,141.58322,134.271
A New Life For Gilead,James Horner,1996,nan,85.4722,148.193
A cause des filles,Yannick,2000,0,190.17098,111.99
Aleksandriaan,Vuokko Hovatta,2010,0.367273416,278.38649,86.041
Another Day,Yonder Mountain String Band,2006,0.511424326,181.4722,158.078
À contre courant (la rivière) (avec Boogat),Les 2 Tom,2006,nan,225.33179,190.034
Air-Raid for the Neighbours,Compulsion,1994,0.212045405,158.71955,130.298
Anemone,The Brian Jonestown Massacre,1996,0.585452852,334.47138,166.303
All Talk,The Christians,1990,0.323112121,277.60281,83.572
And Yet/Theme,Alejandro Escovedo,2002,nan,278.9873,86.458
